col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Representative In Congress 2nd District - Democrat,,,,All
,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Ken Washington,Yasmeen Kaboud,Mary Jo Daley,Lou Agre,Vincent Hughes,Heather A Steinmiller,Blondell Reynolds Brown,Nicole Allen White,Mark Aronchick,Michelle W Singer,Joe Foster,Ariana Flores Gordon,Sherrie Cohen,Carol Rose Fleischman,Gwen Snyder,Waleed Shahid,Hamdi Soysal,Margaret Lenzi,Tonya Diane Bah,William Leopold,Dwight Evans,Chaka Fattah,Brian Anthony Gordon,Dan Muroff,All
Cindy Bass,24,761,733,710,568,227,551,240,505,472,503,506,519,480,457,114,123,110,96,79,89,85,89,88,508,495,170,10,All
Malcolm Kenyatta,,6,712,705,534,229,525,233,494,452,484,484,502,463,459,106,120,99,99,83,87,95,84,93,405,382,108,7,All
Katherine J Gilmore,,,2,674,506,215,513,211,475,437,463,462,489,454,444,102,109,100,94,74,83,81,76,82,387,347,100,8,All
Jerry T Jordan,,,,4,492,194,495,214,455,433,445,449,475,434,435,93,101,89,80,69,74,76,73,81,358,311,94,7,All
Ken Washington,,,,,0,103,503,155,492,517,493,509,499,471,467,88,93,75,72,64,63,72,68,74,420,221,36,9,All
Yasmeen Kaboud,,,,,,8,92,407,88,52,66,87,86,74,74,298,293,279,277,265,269,253,252,251,206,295,90,8,All
Mary Jo Daley,,,,,,,0,97,459,451,458,468,511,455,439,76,87,65,66,39,57,53,51,60,328,214,37,7,All
Lou Agre,,,,,,,,4,89,104,77,90,95,78,80,294,293,282,265,251,267,251,255,252,223,259,88,10,All
Vincent Hughes,,,,,,,,,0,441,492,478,450,437,445,63,74,59,66,68,47,76,63,67,331,204,22,7,All
Heather A Steinmiller,,,,,,,,,,0,444,445,438,441,429,44,51,39,42,39,37,46,43,43,363,169,22,4,All
Blondell Reynolds Brown,,,,,,,,,,,0,470,450,444,448,49,65,37,54,48,34,64,50,56,341,191,20,6,All
Nicole Allen White,,,,,,,,,,,,0,456,445,465,72,73,60,63,69,46,75,63,70,319,200,29,6,All
Mark Aronchick,,,,,,,,,,,,,0,444,431,72,84,59,59,41,52,53,50,54,323,196,28,4,All
Michelle W Singer,,,,,,,,,,,,,,0,425,54,68,52,60,50,43,65,47,60,298,186,24,6,All
Joe Foster,,,,,,,,,,,,,,,0,56,63,52,50,60,37,65,52,61,300,178,22,7,All
