col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,Representative In The General Assembly 181st District - Democrat,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,All
,Kenneth T Walker Jr,W Curtis Thomas,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Ken Washington,Mary Jo Daley,Yasmeen Kaboud,Vincent Hughes,Mark Aronchick,Nicole Allen White,Lou Agre,Blondell Reynolds Brown,Heather A Steinmiller,Michelle W Singer,Joe Foster,Ariana Flores Gordon,Sherrie Cohen,Carol Rose Fleischman,Gwen Snyder,Tonya Diane Bah,Margaret Lenzi,Waleed Shahid,William Leopold,Hamdi Soysal,All
Kenneth T Walker Jr,216,0,418,329,319,281,242,222,245,214,206,210,223,196,190,191,188,154,152,141,127,130,129,127,132,126,All
W Curtis Thomas,,91,435,314,281,258,203,198,174,187,186,181,152,186,160,170,164,94,86,84,84,73,74,73,67,70,All
Cindy Bass,,,20,558,544,522,412,404,172,369,385,366,182,363,337,349,326,92,97,87,72,69,65,60,69,69,All
Malcolm Kenyatta,,,,1,523,512,383,383,172,356,370,347,170,347,320,332,324,81,90,75,67,62,67,56,69,63,All
Katherine J Gilmore,,,,,3,492,367,377,162,346,363,335,160,334,313,334,320,85,91,85,73,63,64,58,68,67,All
Jerry T Jordan,,,,,,3,350,362,142,325,348,321,157,317,308,313,307,70,78,66,56,52,55,48,62,55,All
Ken Washington,,,,,,,0,363,82,356,367,367,113,353,361,341,331,68,76,58,51,55,55,47,60,50,All
Mary Jo Daley,,,,,,,,2,76,332,379,340,85,331,324,331,315,64,73,54,49,43,41,31,50,46,All
Yasmeen Kaboud,,,,,,,,,6,73,70,75,276,54,39,61,58,201,194,190,179,166,166,172,168,174,All
