col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,Attorney General - Democrat,,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,All
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Ken Washington,Vincent Hughes,Blondell Reynolds Brown,Mary Jo Daley,Mark Aronchick,Michelle W Singer,Nicole Allen White,Joe Foster,Heather A Steinmiller,Yasmeen Kaboud,Lou Agre,Ariana Flores Gordon,Sherrie Cohen,Carol Rose Fleischman,Hamdi Soysal,Gwen Snyder,Tonya Diane Bah,Margaret Lenzi,Waleed Shahid,William Leopold,All
Josh Shapiro,318,0,0,"1,262","1,002",995,940,841,833,816,790,789,798,778,777,768,396,339,247,246,223,214,207,214,220,208,200,All
Stephen A Zappala Jr,,86,0,306,220,203,179,137,127,128,128,117,109,119,111,99,183,142,109,111,99,92,96,92,81,84,86,All
John Morganelli,,,39,244,148,131,128,56,41,38,66,55,38,40,40,30,117,115,46,40,43,42,36,25,26,22,24,All
Cindy Bass,,,,43,"1,317","1,293","1,239","1,031",981,989,"1,004",975,964,942,929,911,353,351,195,194,168,164,150,131,146,112,123,All
Malcolm Kenyatta,,,,,5,"1,235","1,183",972,933,931,954,946,919,893,897,882,322,321,166,175,151,145,134,120,125,96,109,All
Katherine J Gilmore,,,,,,2,"1,179",961,898,903,947,942,904,872,879,871,296,278,140,143,121,119,103,88,94,63,84,All
Jerry T Jordan,,,,,,,4,919,872,869,907,901,887,844,854,848,291,279,130,135,115,122,106,78,96,68,75,All
Ken Washington,,,,,,,,0,888,890,929,919,890,876,857,860,126,123,120,122,102,96,90,80,92,64,71,All
Vincent Hughes,,,,,,,,,6,926,853,844,878,875,871,845,94,87,76,90,66,63,63,66,96,55,69,All
Blondell Reynolds Brown,,,,,,,,,,4,842,841,875,868,872,854,87,77,74,87,62,58,59,65,85,54,69,All
Mary Jo Daley,,,,,,,,,,,2,927,865,840,841,831,115,108,98,111,86,100,74,58,73,47,52,All
Mark Aronchick,,,,,,,,,,,,1,861,832,836,840,107,109,102,114,85,93,77,59,70,47,56,All
Michelle W Singer,,,,,,,,,,,,,0,867,874,869,78,71,56,66,50,54,54,47,76,40,53,All
Nicole Allen White,,,,,,,,,,,,,,1,860,834,80,76,77,83,58,60,54,65,98,65,68,All
