col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Attorney General - Democrat,,,All
,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Yasmeen Kaboud,Ken Washington,Vincent Hughes,Mary Jo Daley,Blondell Reynolds Brown,Nicole Allen White,Mark Aronchick,Lou Agre,Michelle W Singer,Joe Foster,Heather A Steinmiller,Sherrie Cohen,Ariana Flores Gordon,Carol Rose Fleischman,Tonya Diane Bah,Hamdi Soysal,Gwen Snyder,Waleed Shahid,Margaret Lenzi,William Leopold,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,All
Cindy Bass,70,"1,844","1,764","1,677",529,"1,477","1,438","1,446","1,392","1,362","1,346",492,"1,289","1,245","1,244",379,355,307,293,277,310,267,284,269,"1,471",930,275,All
Malcolm Kenyatta,,8,"1,672","1,650",500,"1,372","1,327","1,333","1,283","1,266","1,292",445,"1,234","1,187","1,174",344,314,277,269,265,277,249,262,255,"1,100",744,166,All
Katherine J Gilmore,,,8,"1,590",424,"1,308","1,247","1,329","1,210","1,230","1,258",355,"1,209","1,167","1,174",259,234,218,192,206,204,168,184,179,"1,006",697,150,All
Jerry T Jordan,,,,2,409,"1,276","1,220","1,274","1,181","1,194","1,244",382,"1,153","1,136","1,128",258,229,204,191,211,200,176,196,190,945,655,144,All
Yasmeen Kaboud,,,,,18,272,237,237,189,216,227,"1,226",181,211,165,"1,030","1,070",998,979,"1,009",979,965,905,944,903,527,164,All
Ken Washington,,,,,,1,"1,314","1,339","1,276","1,306","1,291",219,"1,241","1,222","1,213",251,229,198,192,181,199,177,203,183,876,566,92,All
Vincent Hughes,,,,,,,2,"1,241","1,343","1,264","1,207",183,"1,207","1,210","1,154",234,185,173,191,149,185,171,197,179,872,545,81,All
Mary Jo Daley,,,,,,,,5,"1,202","1,269","1,323",195,"1,223","1,175","1,186",235,193,182,169,179,176,148,168,153,854,538,88,All
Blondell Reynolds Brown,,,,,,,,,4,"1,233","1,180",145,"1,182","1,156","1,143",203,150,141,152,129,143,130,163,139,809,535,71,All
Nicole Allen White,,,,,,,,,,2,"1,196",179,"1,209","1,211","1,180",212,195,163,177,151,173,182,203,161,797,521,77,All
Mark Aronchick,,,,,,,,,,,3,187,"1,181","1,150","1,146",224,192,164,149,164,168,135,155,152,776,530,83,All
Lou Agre,,,,,,,,,,,,5,131,164,115,999,"1,028",977,951,977,944,902,887,922,752,460,160,All
Michelle W Singer,,,,,,,,,,,,,0,"1,140","1,160",176,138,116,124,117,139,117,149,135,757,486,67,All
Joe Foster,,,,,,,,,,,,,,0,"1,107",189,157,137,159,139,162,169,186,173,724,491,71,All
Heather A Steinmiller,,,,,,,,,,,,,,,0,153,115,104,115,99,103,108,132,101,720,474,66,All
Sherrie Cohen,,,,,,,,,,,,,,,,3,"1,044",993,979,"1,007",964,920,924,946,707,399,90,All
Ariana Flores Gordon,,,,,,,,,,,,,,,,,2,"1,020",986,"1,012",994,943,917,939,683,409,110,All
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,0,951,982,939,885,876,901,620,390,89,All
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,1,948,947,933,925,948,622,380,84,All
Hamdi Soysal,,,,,,,,,,,,,,,,,,,,0,932,905,881,924,616,362,90,All
Gwen Snyder,,,,,,,,,,,,,,,,,,,,,1,921,902,923,613,372,93,All
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,,1,904,919,609,353,84,All
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,,,0,922,600,351,83,All
William Leopold,,,,,,,,,,,,,,,,,,,,,,,,1,593,341,90,All
Josh Shapiro,,,,,,,,,,,,,,,,,,,,,,,,,234,0,0,All
Stephen A Zappala Jr,,,,,,,,,,,,,,,,,,,,,,,,,,155,0,All
John Morganelli,,,,,,,,,,,,,,,,,,,,,,,,,,,33,All
Total,"2,926","2,153","2,005","1,867","1,720","1,650","1,612","1,600","1,530","1,508","1,497","1,486","1,409","1,386","1,347","1,289","1,285","1,183","1,165","1,157","1,149","1,119","1,101","1,097","2,671","1,654",450,All
