col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Representative In Congress 2nd District - Democrat,,Member Of The Democratic State Committee 5th Senatorial District,,,,,All
,Brendan F Boyle,Michele Lawrence,Kathy Enggasser,James G Donnelly Sr,Mary Ann Quartullo,John Dellricci,Patrick Parkinson,All
Brendan F Boyle,286,0,740,761,717,699,644,All
Michele Lawrence,,53,227,191,221,231,182,All
Kathy Enggasser,,,14,783,840,780,758,All
James G Donnelly Sr,,,,8,787,789,784,All
Mary Ann Quartullo,,,,,5,781,755,All
John Dellricci,,,,,,18,764,All
Patrick Parkinson,,,,,,,3,All
Total,"1,356",399,"1,012",988,975,973,856,All
,Representative In Congress 2nd District - Democrat,,Member Of The Democratic State Committee 5th Senatorial District,,,,,1
,Brendan F Boyle,Michele Lawrence,James G Donnelly Sr,Kathy Enggasser,John Dellricci,Mary Ann Quartullo,Patrick Parkinson,1
Brendan F Boyle,22,0,17,15,14,14,13,1
Michele Lawrence,,0,5,4,5,4,4,1
James G Donnelly Sr,,,1,18,17,15,16,1
Kathy Enggasser,,,,1,16,15,15,1
John Dellricci,,,,,0,14,15,1
Mary Ann Quartullo,,,,,,0,14,1
Patrick Parkinson,,,,,,,0,1
Total,48,6,24,21,20,19,18,1
,Representative In Congress 2nd District - Democrat,,Member Of The Democratic State Committee 5th Senatorial District,,,,,2
,Brendan F Boyle,Michele Lawrence,Mary Ann Quartullo,John Dellricci,Kathy Enggasser,James G Donnelly Sr,Patrick Parkinson,2
Brendan F Boyle,2,0,21,20,19,20,19,2
Michele Lawrence,,0,8,6,7,5,6,2
Mary Ann Quartullo,,,0,23,25,23,23,2
John Dellricci,,,,0,24,24,24,2
Kathy Enggasser,,,,,0,23,23,2
James G Donnelly Sr,,,,,,0,24,2
Patrick Parkinson,,,,,,,0,2
Total,30,10,30,27,27,26,26,2
,Member Of The Democratic State Committee 5th Senatorial District,,,,,Representative In Congress 2nd District - Democrat,,3
,James G Donnelly Sr,John Dellricci,Mary Ann Quartullo,Patrick Parkinson,Kathy Enggasser,Brendan F Boyle,Michele Lawrence,3
James G Donnelly Sr,0,13,14,15,13,9,6,3
John Dellricci,,2,14,13,13,7,6,3
Mary Ann Quartullo,,,0,13,13,8,6,3
Patrick Parkinson,,,,0,13,7,7,3
Kathy Enggasser,,,,,0,9,4,3
Brendan F Boyle,,,,,,1,0,3
Michele Lawrence,,,,,,,0,3
Total,18,18,17,17,16,16,9,3
,Member Of The Democratic State Committee 5th Senatorial District,,,,,Representative In Congress 2nd District - Democrat,,4
,Kathy Enggasser,Mary Ann Quartullo,John Dellricci,Patrick Parkinson,James G Donnelly Sr,Brendan F Boyle,Michele Lawrence,4
Kathy Enggasser,0,12,11,10,9,10,4,4
Mary Ann Quartullo,,0,9,8,8,9,3,4
John Dellricci,,,0,9,8,8,3,4
Patrick Parkinson,,,,0,8,7,2,4
James G Donnelly Sr,,,,,0,7,1,4
Brendan F Boyle,,,,,,3,0,4
Michele Lawrence,,,,,,,0,4
Total,15,13,12,10,9,14,5,4
,Representative In Congress 2nd District - Democrat,,Member Of The Democratic State Committee 5th Senatorial District,,,,,5
