col_1,col_2,col_3,col_4,col_5,col_6,order,division
,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,16
Mike Stack,12,0,0,0,0,3,16
Kathi Cozzone,,4,0,0,0,4,16
Nina Ahmad,,,3,0,0,5,16
John Fetterman,,,,1,0,6,16
Ray Sosa,,,,,0,7,16
Total,12,4,3,1,0,8,16
,Lieutenant Governor - Democrat,,,,,1,17
,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,17
Mike Stack,22,0,0,0,0,3,17
Kathi Cozzone,,15,0,0,0,4,17
Nina Ahmad,,,8,0,0,5,17
John Fetterman,,,,4,0,6,17
Ray Sosa,,,,,0,7,17
Total,22,15,8,4,0,8,17
,Lieutenant Governor - Democrat,,,,,1,18
,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,18
Mike Stack,15,0,0,0,0,3,18
Kathi Cozzone,,6,0,0,0,4,18
Nina Ahmad,,,6,0,0,5,18
John Fetterman,,,,5,0,6,18
Ray Sosa,,,,,0,7,18
Total,15,6,6,5,0,8,18
,Lieutenant Governor - Democrat,,,,,1,19
,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,19
Mike Stack,12,0,0,0,0,3,19
John Fetterman,,5,0,0,0,4,19
Kathi Cozzone,,,5,0,0,5,19
Nina Ahmad,,,,1,0,6,19
Ray Sosa,,,,,1,7,19
Total,12,5,5,1,1,8,19
,Lieutenant Governor - Democrat,,,,,1,20
,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,20
Mike Stack,19,0,0,0,0,3,20
Kathi Cozzone,,5,0,0,0,4,20
Nina Ahmad,,,4,0,0,5,20
John Fetterman,,,,1,0,6,20
Ray Sosa,,,,,0,7,20
Total,19,5,4,1,0,8,20
,Lieutenant Governor - Democrat,,,,,1,21
,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,21
Mike Stack,21,0,0,0,0,3,21
Kathi Cozzone,,9,0,0,0,4,21
Nina Ahmad,,,8,0,0,5,21
John Fetterman,,,,4,0,6,21
Ray Sosa,,,,,1,7,21
Total,21,9,8,4,1,8,21
,Lieutenant Governor - Democrat,,,,,1,22
,John Fetterman,Mike Stack,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,22
John Fetterman,10,0,0,0,0,3,22
Mike Stack,,10,0,0,0,4,22
Nina Ahmad,,,5,0,0,5,22
Kathi Cozzone,,,,4,0,6,22
Ray Sosa,,,,,1,7,22
Total,10,10,5,4,1,8,22
,Lieutenant Governor - Democrat,,,,,1,23
,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,23
Mike Stack,11,0,0,0,0,3,23
Nina Ahmad,,7,0,0,0,4,23
John Fetterman,,,6,0,0,5,23
Kathi Cozzone,,,,4,0,6,23
Ray Sosa,,,,,3,7,23
Total,11,7,6,4,3,8,23
,Lieutenant Governor - Democrat,,,,,1,24
,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,2,24
Mike Stack,24,0,0,0,0,3,24
Kathi Cozzone,,7,0,0,0,4,24
John Fetterman,,,5,0,0,5,24
Nina Ahmad,,,,2,0,6,24
Ray Sosa,,,,,0,7,24
Total,24,7,5,2,0,8,24
,Lieutenant Governor - Democrat,,,,,1,25
,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,25
Mike Stack,26,0,0,0,0,3,25
John Fetterman,,12,0,0,0,4,25
Kathi Cozzone,,,7,0,0,5,25
Nina Ahmad,,,,7,0,6,25
Ray Sosa,,,,,2,7,25
Total,26,12,7,7,2,8,25
,Lieutenant Governor - Democrat,,,,,1,26
,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,26
Mike Stack,12,0,0,0,0,3,26
Nina Ahmad,,9,0,0,0,4,26
Kathi Cozzone,,,4,0,0,5,26
John Fetterman,,,,2,0,6,26
Ray Sosa,,,,,0,7,26
Total,12,9,4,2,0,8,26
