col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,order,division
,Tom Wolf,Kathryn S Huggins,Rebecca Poyourow,Liam G Boyle,Monica Maria Djerassi,Lisa Rhodes,Linda Norris,Jacque Whaumbush,Dewayne Drummond,Joe Khan,John Brady,Ken Washington,Kevin Bundy,Nat Lownes,2,5
Tom Wolf,17,59,48,40,39,36,34,33,29,28,28,26,20,13,3,5
Kathryn S Huggins,,0,39,31,31,28,25,21,23,18,17,20,17,9,4,5
Rebecca Poyourow,,,0,31,31,29,25,26,14,20,19,15,10,10,5,5
Liam G Boyle,,,,0,19,20,20,19,17,18,22,18,14,5,6,5
Monica Maria Djerassi,,,,,0,24,25,18,13,15,13,12,10,5,7,5
Lisa Rhodes,,,,,,0,29,26,13,9,12,11,6,6,8,5
Linda Norris,,,,,,,0,21,11,14,12,9,5,6,9,5
Jacque Whaumbush,,,,,,,,0,9,13,13,8,6,6,10,5
Dewayne Drummond,,,,,,,,,2,10,8,17,14,6,11,5
Joe Khan,,,,,,,,,,0,16,8,7,5,12,5
John Brady,,,,,,,,,,,0,7,4,5,13,5
Ken Washington,,,,,,,,,,,,2,12,6,14,5
Kevin Bundy,,,,,,,,,,,,,0,6,15,5
Nat Lownes,,,,,,,,,,,,,,1,16,5
Total,104,64,51,48,43,39,37,35,34,34,34,30,21,14,17,5
,Governor - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,6
,Tom Wolf,Kathryn S Huggins,Rebecca Poyourow,Lisa Rhodes,Monica Maria Djerassi,Joe Khan,Linda Norris,Liam G Boyle,Ken Washington,Dewayne Drummond,Jacque Whaumbush,Kevin Bundy,John Brady,Nat Lownes,2,6
Tom Wolf,14,33,31,25,24,23,21,18,17,16,16,11,9,7,3,6
Kathryn S Huggins,,0,23,20,21,16,17,11,14,13,11,9,3,5,4,6
Rebecca Poyourow,,,0,22,21,20,19,13,9,9,14,5,9,5,5,6
Lisa Rhodes,,,,0,19,15,19,6,8,11,11,5,3,4,6,6
Monica Maria Djerassi,,,,,0,15,16,6,10,8,8,3,1,6,7,6
Joe Khan,,,,,,0,13,10,8,7,8,3,7,4,8,6
Linda Norris,,,,,,,0,5,7,6,10,3,1,2,9,6
Liam G Boyle,,,,,,,,0,8,6,5,6,7,2,10,6
Ken Washington,,,,,,,,,0,9,3,7,0,3,11,6
Dewayne Drummond,,,,,,,,,,0,5,6,2,2,12,6
Jacque Whaumbush,,,,,,,,,,,0,2,5,3,13,6
Kevin Bundy,,,,,,,,,,,,0,1,2,14,6
John Brady,,,,,,,,,,,,,0,1,15,6
Nat Lownes,,,,,,,,,,,,,,0,16,6
Total,58,33,31,25,24,23,21,18,17,16,16,11,9,7,17,6
,Governor - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,7
,Tom Wolf,Kathryn S Huggins,Rebecca Poyourow,Linda Norris,Monica Maria Djerassi,Liam G Boyle,Joe Khan,Lisa Rhodes,John Brady,Ken Washington,Dewayne Drummond,Jacque Whaumbush,Kevin Bundy,Nat Lownes,2,7
Tom Wolf,13,44,42,31,28,25,22,22,18,18,15,15,10,7,3,7
Kathryn S Huggins,,0,33,24,24,20,15,19,11,14,13,8,8,4,4,7
Rebecca Poyourow,,,0,26,25,19,16,21,15,14,13,13,7,6,5,7
Linda Norris,,,,0,18,14,13,18,12,12,9,10,6,7,6,7
Monica Maria Djerassi,,,,,0,11,12,13,10,9,10,9,5,4,7,7
Liam G Boyle,,,,,,0,11,9,9,14,9,7,6,2,8,7
Joe Khan,,,,,,,0,10,12,6,4,7,4,4,9,7
Lisa Rhodes,,,,,,,,0,6,7,5,7,2,5,10,7
John Brady,,,,,,,,,0,6,4,6,4,2,11,7
Ken Washington,,,,,,,,,,0,11,5,6,1,12,7
Dewayne Drummond,,,,,,,,,,,0,2,7,1,13,7
Jacque Whaumbush,,,,,,,,,,,,0,1,4,14,7
Kevin Bundy,,,,,,,,,,,,,0,2,15,7
Nat Lownes,,,,,,,,,,,,,,0,16,7
Total,73,44,42,31,28,25,22,22,18,18,15,15,10,7,17,7
,Governor - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,8
,Tom Wolf,Kathryn S Huggins,Rebecca Poyourow,Liam G Boyle,Joe Khan,Monica Maria Djerassi,Dewayne Drummond,Lisa Rhodes,Ken Washington,Linda Norris,Kevin Bundy,Jacque Whaumbush,John Brady,Nat Lownes,2,8
Tom Wolf,6,27,25,21,18,16,15,15,13,13,12,10,10,6,3,8
Kathryn S Huggins,,0,19,15,10,14,13,12,13,11,11,7,6,5,4,8
Rebecca Poyourow,,,0,13,14,15,8,11,9,10,7,8,8,5,5,8
Liam G Boyle,,,,0,11,6,11,5,11,5,9,5,6,2,6,8
Joe Khan,,,,,0,5,7,5,7,3,6,4,9,2,7,8
Monica Maria Djerassi,,,,,,0,5,10,7,10,3,5,4,4,8,8
Dewayne Drummond,,,,,,,0,4,8,3,10,3,4,5,9,8
Lisa Rhodes,,,,,,,,0,2,11,4,8,3,2,10,8
Ken Washington,,,,,,,,,0,3,6,1,4,1,11,8
Linda Norris,,,,,,,,,,0,2,7,3,2,12,8
Kevin Bundy,,,,,,,,,,,0,3,3,2,13,8
Jacque Whaumbush,,,,,,,,,,,,0,5,2,14,8
John Brady,,,,,,,,,,,,,0,1,15,8
Nat Lownes,,,,,,,,,,,,,,0,16,8
Total,47,27,26,22,19,16,15,15,13,13,12,11,11,6,17,8
,Governor - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,9
,Tom Wolf,Rebecca Poyourow,Kathryn S Huggins,Joe Khan,Monica Maria Djerassi,Liam G Boyle,Lisa Rhodes,John Brady,Linda Norris,Dewayne Drummond,Jacque Whaumbush,Kevin Bundy,Ken Washington,Nat Lownes,2,9
Tom Wolf,10,44,41,38,27,25,25,22,22,18,15,11,10,8,3,9
Rebecca Poyourow,,0,26,26,23,16,21,15,15,13,14,6,8,5,4,9
Kathryn S Huggins,,,0,20,23,13,19,15,18,12,14,9,7,6,5,9
Joe Khan,,,,1,14,14,15,17,13,8,11,6,7,7,6,9
Monica Maria Djerassi,,,,,0,9,18,9,13,14,9,4,6,3,7,9
Liam G Boyle,,,,,,0,8,10,5,8,6,4,4,3,8,9
Lisa Rhodes,,,,,,,0,10,15,9,12,5,3,1,9,9
John Brady,,,,,,,,0,10,7,7,8,5,6,10,9
Linda Norris,,,,,,,,,0,8,10,5,4,5,11,9
Dewayne Drummond,,,,,,,,,,0,3,6,5,3,12,9
Jacque Whaumbush,,,,,,,,,,,1,2,1,2,13,9
Kevin Bundy,,,,,,,,,,,,0,2,5,14,9
Ken Washington,,,,,,,,,,,,,0,1,15,9
Nat Lownes,,,,,,,,,,,,,,0,16,9
Total,83,45,41,39,27,26,25,23,22,18,17,11,10,8,17,9
,Governor - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,10
,Tom Wolf,Kathryn S Huggins,Liam G Boyle,Rebecca Poyourow,Joe Khan,Ken Washington,Dewayne Drummond,Lisa Rhodes,John Brady,Kevin Bundy,Monica Maria Djerassi,Linda Norris,Jacque Whaumbush,Nat Lownes,2,10
Tom Wolf,2,38,37,37,35,27,26,24,22,23,22,20,12,12,3,10
Kathryn S Huggins,,0,25,22,18,23,21,13,12,18,13,12,4,8,4,10
Liam G Boyle,,,0,22,20,23,18,15,13,17,10,11,6,7,5,10
Rebecca Poyourow,,,,0,26,17,15,19,14,9,17,17,11,7,6,10
Joe Khan,,,,,0,12,11,19,18,11,18,12,10,7,7,10
Ken Washington,,,,,,0,19,8,7,15,5,7,4,5,8,10
Dewayne Drummond,,,,,,,0,9,5,16,8,8,2,7,9,10
Lisa Rhodes,,,,,,,,0,7,4,16,16,5,5,10,10
John Brady,,,,,,,,,1,8,7,6,6,5,11,10
Kevin Bundy,,,,,,,,,,0,6,4,0,9,12,10
Monica Maria Djerassi,,,,,,,,,,,0,13,6,5,13,10
Linda Norris,,,,,,,,,,,,0,5,6,14,10
Jacque Whaumbush,,,,,,,,,,,,,0,1,15,10
Nat Lownes,,,,,,,,,,,,,,0,16,10
Total,61,38,37,37,35,27,26,24,23,23,22,20,12,12,17,10
,Governor - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,11
,Tom Wolf,Kathryn S Huggins,Rebecca Poyourow,Liam G Boyle,Ken Washington,Lisa Rhodes,Dewayne Drummond,Monica Maria Djerassi,Kevin Bundy,Joe Khan,Linda Norris,John Brady,Nat Lownes,Jacque Whaumbush,2,11
Tom Wolf,19,48,34,32,32,31,29,27,26,23,21,17,14,14,3,11
Kathryn S Huggins,,1,23,20,24,22,23,21,20,9,16,11,10,10,4,11
Rebecca Poyourow,,,0,13,13,20,10,21,7,14,14,6,8,7,5,11
Liam G Boyle,,,,0,21,10,20,8,15,7,8,10,8,2,6,11
Ken Washington,,,,,0,13,23,11,16,7,10,10,6,7,7,11
Lisa Rhodes,,,,,,0,13,19,10,12,18,12,11,9,8,11
Dewayne Drummond,,,,,,,0,8,14,7,9,8,9,3,9,11
Monica Maria Djerassi,,,,,,,,0,8,13,15,7,7,11,10,11
Kevin Bundy,,,,,,,,,0,6,5,9,7,4,11,11
Joe Khan,,,,,,,,,,0,9,6,6,8,12,11
Linda Norris,,,,,,,,,,,0,7,4,7,13,11
John Brady,,,,,,,,,,,,0,6,4,14,11
Nat Lownes,,,,,,,,,,,,,0,3,15,11
Jacque Whaumbush,,,,,,,,,,,,,,0,16,11
Total,95,49,35,34,33,33,29,28,26,24,23,19,15,14,17,11
,Governor - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,12
,Tom Wolf,Rebecca Poyourow,Kathryn S Huggins,Lisa Rhodes,Joe Khan,Monica Maria Djerassi,Linda Norris,Liam G Boyle,Dewayne Drummond,Jacque Whaumbush,John Brady,Ken Washington,Kevin Bundy,Nat Lownes,2,12
Tom Wolf,6,48,47,36,33,33,32,29,24,22,22,22,15,14,3,12
Rebecca Poyourow,,0,34,28,24,29,26,21,14,22,15,12,7,6,4,12
Kathryn S Huggins,,,0,29,18,29,26,17,19,12,12,18,10,10,5,12
Lisa Rhodes,,,,0,15,27,27,9,15,10,11,13,8,10,6,12
Joe Khan,,,,,0,12,12,12,7,14,18,9,4,7,7,12
Monica Maria Djerassi,,,,,,0,22,9,13,10,6,10,7,6,8,12
Linda Norris,,,,,,,0,8,13,11,7,11,3,8,9,12
Liam G Boyle,,,,,,,,1,11,12,14,11,8,5,10,12
Dewayne Drummond,,,,,,,,,0,5,6,16,10,8,11,12
Jacque Whaumbush,,,,,,,,,,0,9,4,2,3,12,12
John Brady,,,,,,,,,,,0,7,6,8,13,12
Ken Washington,,,,,,,,,,,,0,6,6,14,12
Kevin Bundy,,,,,,,,,,,,,0,4,15,12
Nat Lownes,,,,,,,,,,,,,,0,16,12
Total,78,49,47,36,34,33,32,31,24,23,23,22,15,14,17,12
,Governor - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,13
,Tom Wolf,Rebecca Poyourow,Joe Khan,Kathryn S Huggins,Monica Maria Djerassi,Liam G Boyle,John Brady,Lisa Rhodes,Linda Norris,Ken Washington,Dewayne Drummond,Jacque Whaumbush,Kevin Bundy,Nat Lownes,2,13
Tom Wolf,5,46,40,37,34,28,26,25,23,18,17,15,13,10,3,13
Rebecca Poyourow,,0,33,32,29,26,19,19,19,13,14,13,10,8,4,13
Joe Khan,,,1,26,22,17,14,16,12,9,6,11,6,7,5,13
Kathryn S Huggins,,,,0,28,20,10,21,18,14,15,10,12,9,6,13
Monica Maria Djerassi,,,,,0,15,11,24,20,9,9,11,5,9,7,13
Liam G Boyle,,,,,,0,16,7,8,15,12,7,13,6,8,13
John Brady,,,,,,,1,6,6,7,5,7,7,3,9,13
Lisa Rhodes,,,,,,,,0,21,4,7,7,3,5,10,13
Linda Norris,,,,,,,,,0,4,7,6,4,3,11,13
Ken Washington,,,,,,,,,,0,11,3,10,7,12,13
Dewayne Drummond,,,,,,,,,,,0,3,8,3,13,13
Jacque Whaumbush,,,,,,,,,,,,0,1,3,14,13
Kevin Bundy,,,,,,,,,,,,,0,3,15,13
Nat Lownes,,,,,,,,,,,,,,0,16,13
Total,71,48,42,40,35,31,29,26,24,18,17,15,15,11,17,13
,Governor - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,14
,Tom Wolf,Kathryn S Huggins,Rebecca Poyourow,Ken Washington,Linda Norris,Lisa Rhodes,Liam G Boyle,Monica Maria Djerassi,Dewayne Drummond,Joe Khan,Kevin Bundy,Jacque Whaumbush,John Brady,Nat Lownes,2,14
Tom Wolf,11,87,71,63,58,57,53,48,50,39,37,34,30,17,3,14
Kathryn S Huggins,,1,53,49,50,48,36,43,41,17,27,26,24,11,4,14
Rebecca Poyourow,,,0,32,41,39,37,37,26,28,17,23,22,12,5,14
Ken Washington,,,,0,30,27,29,18,36,12,25,16,18,7,6,14
Linda Norris,,,,,0,48,21,35,28,10,17,25,11,8,7,14
Lisa Rhodes,,,,,,0,21,35,27,13,16,21,10,8,8,14
Liam G Boyle,,,,,,,2,21,24,17,19,12,18,6,9,14
Monica Maria Djerassi,,,,,,,,0,17,18,14,20,14,7,10,14
Dewayne Drummond,,,,,,,,,0,12,17,17,9,6,11,14
Joe Khan,,,,,,,,,,1,8,8,16,5,12,14
Kevin Bundy,,,,,,,,,,,0,12,16,6,13,14
Jacque Whaumbush,,,,,,,,,,,,0,12,4,14,14
John Brady,,,,,,,,,,,,,0,7,15,14
Nat Lownes,,,,,,,,,,,,,,0,16,14
Total,146,92,75,65,60,60,59,52,51,41,37,35,33,17,17,14
,Governor - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,15
,Tom Wolf,Rebecca Poyourow,Kathryn S Huggins,Liam G Boyle,Linda Norris,Lisa Rhodes,Joe Khan,Monica Maria Djerassi,John Brady,Ken Washington,Dewayne Drummond,Jacque Whaumbush,Kevin Bundy,Nat Lownes,2,15
Tom Wolf,6,56,54,47,37,36,37,32,25,26,23,22,13,11,3,15
Rebecca Poyourow,,0,44,35,36,36,29,31,24,17,14,23,6,7,4,15
Kathryn S Huggins,,,0,31,37,36,22,32,16,25,22,17,11,9,5,15
Liam G Boyle,,,,0,21,20,22,17,22,16,12,17,11,5,6,15
Linda Norris,,,,,0,36,15,28,7,16,15,11,6,8,7,15
Lisa Rhodes,,,,,,0,15,28,7,13,15,12,6,7,8,15
Joe Khan,,,,,,,0,13,20,8,12,13,4,5,9,15
Monica Maria Djerassi,,,,,,,,0,9,13,10,13,6,6,10,15
John Brady,,,,,,,,,0,7,7,13,6,3,11,15
Ken Washington,,,,,,,,,,0,16,4,8,4,12,15
Dewayne Drummond,,,,,,,,,,,0,3,7,4,13,15
Jacque Whaumbush,,,,,,,,,,,,0,1,4,14,15
Kevin Bundy,,,,,,,,,,,,,0,3,15,15
Nat Lownes,,,,,,,,,,,,,,0,16,15
Total,92,63,60,52,41,40,39,37,30,28,25,25,13,11,17,15
,Governor - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,16
,Tom Wolf,Liam G Boyle,Kathryn S Huggins,Rebecca Poyourow,Lisa Rhodes,Monica Maria Djerassi,Linda Norris,Ken Washington,Dewayne Drummond,Jacque Whaumbush,Joe Khan,Kevin Bundy,John Brady,Nat Lownes,2,16
Tom Wolf,8,31,29,29,21,19,19,17,16,10,10,10,9,5,3,16
Liam G Boyle,,1,22,23,15,13,14,15,14,8,7,8,9,4,4,16
Kathryn S Huggins,,,0,23,18,16,17,16,15,5,6,8,4,4,5,16
Rebecca Poyourow,,,,0,21,17,18,13,12,9,8,7,7,5,6,16
Lisa Rhodes,,,,,0,13,16,10,10,6,5,3,3,1,7,16
Monica Maria Djerassi,,,,,,0,11,5,4,6,8,4,5,3,8,16
Linda Norris,,,,,,,0,8,7,4,3,3,3,1,9,16
Ken Washington,,,,,,,,0,15,2,1,6,2,4,10,16
Dewayne Drummond,,,,,,,,,0,2,2,5,2,3,11,16
Jacque Whaumbush,,,,,,,,,,0,3,2,5,1,12,16
Joe Khan,,,,,,,,,,,0,1,5,1,13,16
Kevin Bundy,,,,,,,,,,,,0,3,3,14,16
John Brady,,,,,,,,,,,,,0,0,15,16
Nat Lownes,,,,,,,,,,,,,,0,16,16
Total,48,33,29,29,21,20,19,17,16,10,10,10,9,5,17,16
,Governor - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,17
,Tom Wolf,Liam G Boyle,Kathryn S Huggins,Rebecca Poyourow,Lisa Rhodes,Linda Norris,Joe Khan,Ken Washington,John Brady,Monica Maria Djerassi,Dewayne Drummond,Jacque Whaumbush,Kevin Bundy,Nat Lownes,2,17
Tom Wolf,2,58,58,47,35,34,30,27,22,24,23,17,17,10,3,17
Liam G Boyle,,2,43,34,26,26,27,23,17,13,22,13,17,10,4,17
Kathryn S Huggins,,,0,38,33,32,20,25,13,22,24,16,14,9,5,17
Rebecca Poyourow,,,,0,31,29,24,17,15,19,12,15,9,6,6,17
Lisa Rhodes,,,,,0,30,15,14,10,15,11,13,6,3,7,17
Linda Norris,,,,,,0,16,15,10,12,10,11,5,2,8,17
Joe Khan,,,,,,,0,7,14,8,6,10,8,3,9,17
Ken Washington,,,,,,,,0,6,8,19,5,9,5,10,17
John Brady,,,,,,,,,1,7,6,9,7,6,11,17
Monica Maria Djerassi,,,,,,,,,,0,6,13,6,4,12,17
Dewayne Drummond,,,,,,,,,,,0,3,8,5,13,17
Jacque Whaumbush,,,,,,,,,,,,0,4,3,14,17
Kevin Bundy,,,,,,,,,,,,,1,6,15,17
Nat Lownes,,,,,,,,,,,,,,0,16,17
Total,85,65,61,51,37,36,33,28,27,25,24,22,20,11,17,17
,Governor - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,18
,Tom Wolf,Rebecca Poyourow,Liam G Boyle,Kathryn S Huggins,Joe Khan,Monica Maria Djerassi,Linda Norris,Lisa Rhodes,Ken Washington,Dewayne Drummond,Jacque Whaumbush,John Brady,Kevin Bundy,Nat Lownes,2,18
Tom Wolf,10,54,51,47,34,32,27,27,21,19,19,17,13,9,3,18
Rebecca Poyourow,,0,40,38,32,28,25,26,18,17,17,15,7,9,4,18
Liam G Boyle,,,0,34,27,20,19,19,20,18,12,17,11,5,5,18
Kathryn S Huggins,,,,1,18,29,25,25,19,17,12,9,8,8,6,18
Joe Khan,,,,,0,18,14,14,5,5,13,14,6,2,7,18
Monica Maria Djerassi,,,,,,0,16,19,8,8,13,9,4,6,8,18
Linda Norris,,,,,,,0,22,8,7,7,6,4,3,9,18
Lisa Rhodes,,,,,,,,0,7,7,10,5,1,4,10,18
Ken Washington,,,,,,,,,0,15,3,5,6,5,11,18
Dewayne Drummond,,,,,,,,,,0,1,4,5,5,12,18
Jacque Whaumbush,,,,,,,,,,,0,8,3,2,13,18
John Brady,,,,,,,,,,,,0,5,0,14,18
Kevin Bundy,,,,,,,,,,,,,0,2,15,18
Nat Lownes,,,,,,,,,,,,,,0,16,18
Total,80,56,53,48,36,32,28,28,21,19,19,19,13,9,17,18
,Governor - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,19
,Tom Wolf,Rebecca Poyourow,Kathryn S Huggins,Liam G Boyle,Joe Khan,Monica Maria Djerassi,Lisa Rhodes,Dewayne Drummond,Linda Norris,Jacque Whaumbush,Ken Washington,John Brady,Kevin Bundy,Nat Lownes,2,19
Tom Wolf,4,52,41,37,36,27,27,23,22,21,20,17,13,6,3,19
Rebecca Poyourow,,2,34,29,36,25,25,19,22,20,15,18,10,5,4,19
Kathryn S Huggins,,,0,25,22,25,19,22,18,13,19,11,13,3,5,19
Liam G Boyle,,,,0,20,13,15,16,13,10,15,11,7,1,6,19
Joe Khan,,,,,0,18,16,10,11,17,7,13,8,4,7,19
Monica Maria Djerassi,,,,,,0,15,11,12,13,7,8,9,3,8,19
Lisa Rhodes,,,,,,,0,11,18,11,8,8,5,5,9,19
Dewayne Drummond,,,,,,,,0,8,6,14,4,7,2,10,19
Linda Norris,,,,,,,,,0,8,10,7,4,3,11,19
Jacque Whaumbush,,,,,,,,,,1,4,12,2,2,12,19
Ken Washington,,,,,,,,,,,0,3,7,0,13,19
John Brady,,,,,,,,,,,,0,2,2,14,19
