col_1,col_2,col_3,col_4,col_5,col_6,order,division
,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,16
Mike Stack,50,0,0,0,0,3,16
Kathi Cozzone,,9,0,0,0,4,16
Nina Ahmad,,,5,0,0,5,16
John Fetterman,,,,3,0,6,16
Ray Sosa,,,,,1,7,16
Total,50,9,5,3,1,8,16
,Lieutenant Governor - Democrat,,,,,1,17
,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,17
Mike Stack,26,0,0,0,0,3,17
Kathi Cozzone,,14,0,0,0,4,17
Nina Ahmad,,,9,0,0,5,17
John Fetterman,,,,1,0,6,17
Ray Sosa,,,,,1,7,17
Total,26,14,9,1,1,8,17
,Lieutenant Governor - Democrat,,,,,1,18
,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,2,18
Mike Stack,27,0,0,0,0,3,18
Kathi Cozzone,,15,0,0,0,4,18
John Fetterman,,,4,0,0,5,18
Nina Ahmad,,,,3,0,6,18
Ray Sosa,,,,,0,7,18
Total,27,15,4,3,0,8,18
,Lieutenant Governor - Democrat,,,,,1,19
,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,2,19
Mike Stack,32,0,0,0,0,3,19
Kathi Cozzone,,14,0,0,0,4,19
John Fetterman,,,4,0,0,5,19
Nina Ahmad,,,,3,0,6,19
Ray Sosa,,,,,0,7,19
Total,32,14,4,3,0,8,19
,Lieutenant Governor - Democrat,,,,,1,20
,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,2,20
Mike Stack,35,0,0,0,0,3,20
Kathi Cozzone,,13,0,0,0,4,20
John Fetterman,,,5,0,0,5,20
Nina Ahmad,,,,4,0,6,20
Ray Sosa,,,,,1,7,20
Total,35,13,5,4,1,8,20
,Lieutenant Governor - Democrat,,,,,1,21
,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,21
Mike Stack,40,0,0,0,0,3,21
Kathi Cozzone,,18,0,0,0,4,21
Nina Ahmad,,,11,0,0,5,21
John Fetterman,,,,2,0,6,21
Ray Sosa,,,,,0,7,21
Total,40,18,11,2,0,8,21
,Lieutenant Governor - Democrat,,,,,1,22
,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,2,22
Mike Stack,15,0,0,0,0,3,22
Kathi Cozzone,,5,0,0,0,4,22
John Fetterman,,,3,0,0,5,22
Nina Ahmad,,,,3,0,6,22
Ray Sosa,,,,,0,7,22
Total,15,5,3,3,0,8,22
,Lieutenant Governor - Democrat,,,,,1,23
,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,2,23
Mike Stack,16,0,0,0,0,3,23
Kathi Cozzone,,8,0,0,0,4,23
John Fetterman,,,2,0,0,5,23
Nina Ahmad,,,,1,0,6,23
Ray Sosa,,,,,1,7,23
Total,16,8,2,1,1,8,23
